# mode: lj, integrator: verlet, N: 864, P: 4, dt: 1e-14, steps: 100, n_steps: 100, n_frames: 101, step_indexing: 0..steps (includes initial frame), total_steps_executed: 150, seed: 42, L: 3.47786e-09, rcut: 7.65e-10, target_temperature: 94.4, equilibration_steps: 50, production_steps: 100, production_start_step: 0, final_rescale_before_production: true, final_rescale_applied: true, production_nve: true, gr_discard_steps: 200, gr_sample_every: 5, gr_start: 200, startup_temperature_before_final_rescale: 94.3304820914355, startup_temperature_after_final_rescale: 94.4, lattice: FCC, velocities: Box-Muller, timestamp: 2026-03-12T13:46:46Z
step,time,E_kin,E_pot,E_total,temperature
0,0,1.687164123192e-18,-7.47194927673327e-18,-5.78478515354127e-18,94.4
1,1e-14,1.68447578135403e-18,-7.46869101577964e-18,-5.78421523442562e-18,94.2495822273505
2,2e-14,1.68047549629074e-18,-7.46552676001374e-18,-5.785051263723e-18,94.0257587683384
3,3e-14,1.675573444974e-18,-7.46109573619852e-18,-5.78552229122451e-18,93.7514797945627
4,4e-14,1.67031939809281e-18,-7.45631122530417e-18,-5.78599182721136e-18,93.4575060081561
5,5e-14,1.66525309392627e-18,-7.4517277580709e-18,-5.78647466414463e-18,93.1740367790827
6,6e-14,1.66078214268927e-18,-7.44785276849724e-18,-5.78707062580797e-18,92.923878664071
7,7e-14,1.65716146413624e-18,-7.44493273747192e-18,-5.78777127333568e-18,92.7212949019414
8,8e-14,1.65460549217326e-18,-7.4422058796724e-18,-5.78760038749914e-18,92.5782834722956
9,9e-14,1.6534278355732e-18,-7.44166241106347e-18,-5.78823457549027e-18,92.5123913747116
10,1e-13,1.65412668053239e-18,-7.44185951670639e-18,-5.787732836174e-18,92.5514930621172
11,1.1e-13,1.65729060008612e-18,-7.44519272334869e-18,-5.78790212326257e-18,92.728520300764
12,1.2e-13,1.6633765818926e-18,-7.4512199159443e-18,-5.7878433340517e-18,93.0690424080292
13,1.3e-13,1.67243894775827e-18,-7.46066468725163e-18,-5.78822573949336e-18,93.5760987909615
14,1.4e-13,1.68396198202923e-18,-7.47224354282029e-18,-5.78828156079107e-18,94.2208341905743
15,1.5e-13,1.69693087203493e-18,-7.48574394643746e-18,-5.78881307440253e-18,94.946467932846
16,1.6e-13,1.71004835930324e-18,-7.49863361001209e-18,-5.78858525070885e-18,95.6804159709217
17,1.7e-13,1.72204246107605e-18,-7.51038292801882e-18,-5.78834046694277e-18,96.3515084815966
18,1.8e-13,1.73198593707429e-18,-7.52014405717191e-18,-5.78815812009762e-18,96.9078646305513
19,1.9e-13,1.73943052715559e-18,-7.52748093519146e-18,-5.78805040803587e-18,97.3244034213034
20,2e-13,1.74437066635725e-18,-7.53138155080627e-18,-5.78701088444902e-18,97.6008134837423
21,2.1e-13,1.74710459181087e-18,-7.53494587371041e-18,-5.78784128189954e-18,97.7537817452612
22,2.2e-13,1.7480215327952e-18,-7.53528197899023e-18,-5.78726044619503e-18,97.8050863147048
23,2.3e-13,1.74742061897183e-18,-7.53552700056765e-18,-5.78810638159583e-18,97.7714640581937
24,2.4e-13,1.74550899555746e-18,-7.5337051750981e-18,-5.78819617954065e-18,97.6645051394757
25,2.5e-13,1.74247299270064e-18,-7.53152236931636e-18,-5.78904937661572e-18,97.4946350801591
26,2.6e-13,1.73848649862319e-18,-7.52773313127077e-18,-5.78924663264759e-18,97.2715832526938
27,2.7e-13,1.73367522014908e-18,-7.52241513584087e-18,-5.78873991569179e-18,97.0023831898708
28,2.8e-13,1.72806293984259e-18,-7.51757447856569e-18,-5.78951153872311e-18,96.6883655708081
29,2.9e-13,1.72154970390465e-18,-7.51082018075637e-18,-5.78927047685172e-18,96.3239377928052
30,3e-13,1.71397223064591e-18,-7.5023855342226e-18,-5.78841330357669e-18,95.899963938814
31,3.1e-13,1.70529887922346e-18,-7.49400830958688e-18,-5.78870943036343e-18,95.4146736442751
32,3.2e-13,1.69577237052573e-18,-7.48450826870901e-18,-5.78873589818329e-18,94.8816475985552
33,3.3e-13,1.68590120501956e-18,-7.4750097801735e-18,-5.78910857515394e-18,94.3293373573798
34,3.4e-13,1.67634845633446e-18,-7.4651194209302e-18,-5.78877096459574e-18,93.7948431351062
35,3.5e-13,1.6677929659191e-18,-7.45556989390051e-18,-5.78777692798141e-18,93.3161473851742
36,3.6e-13,1.66083877639135e-18,-7.44858603902784e-18,-5.78774726263649e-18,92.9270474260208
37,3.7e-13,1.65600850014213e-18,-7.44317686152284e-18,-5.78716836138071e-18,92.6567844020157
38,3.8e-13,1.65372773163601e-18,-7.44012414698609e-18,-5.78639641535007e-18,92.5291711224197
39,3.9e-13,1.65418403315184e-18,-7.44003268636633e-18,-5.78584865321449e-18,92.5547020488435
40,4e-13,1.65718453956044e-18,-7.44352897663573e-18,-5.78634443707529e-18,92.7225860152451
41,4.1e-13,1.66213404395565e-18,-7.44737086246314e-18,-5.78523681850749e-18,92.9995200778445
42,4.2e-13,1.66814274561946e-18,-7.45348725606078e-18,-5.78534451044132e-18,93.3357182160498
43,4.3e-13,1.67431455296978e-18,-7.45888474195168e-18,-5.7845701889819e-18,93.681042423613
44,4.4e-13,1.67999072999343e-18,-7.46513317145133e-18,-5.7851424414579e-18,93.9986351839536
45,4.5e-13,1.68470940965253e-18,-7.4695172552676e-18,-5.78480784561507e-18,94.2626541692416
46,4.6e-13,1.68806190930705e-18,-7.47309571905642e-18,-5.78503380974937e-18,94.4502328185477
47,4.7e-13,1.68958647214975e-18,-7.47469596346911e-18,-5.78510949131937e-18,94.5355349716533
48,4.8e-13,1.68887579098233e-18,-7.47510382499278e-18,-5.78622803401045e-18,94.495771026177
49,4.9e-13,1.68583934152298e-18,-7.47178981302242e-18,-5.78595047149944e-18,94.3258759786104
50,5e-13,1.68079724462429e-18,-7.46700882633075e-18,-5.78621158170646e-18,94.0437611916175
51,5.1e-13,1.67439991753882e-18,-7.46152265511313e-18,-5.78712273757431e-18,93.6858187315052
52,5.2e-13,1.66747541438195e-18,-7.45449092240379e-18,-5.78701550802184e-18,93.2983797805322
53,5.3e-13,1.66091692597013e-18,-7.44803402430377e-18,-5.78711709833364e-18,92.9314200416632
54,5.4e-13,1.6555948873512e-18,-7.44246525474838e-18,-5.78687036739719e-18,92.6336419898892
55,5.5e-13,1.6522376336817e-18,-7.4395336357576e-18,-5.78729600207589e-18,92.4457973445202
56,5.6e-13,1.65132600997293e-18,-7.43917348238068e-18,-5.78784747240775e-18,92.3947902866264
57,5.7e-13,1.65300336518231e-18,-7.44086592642179e-18,-5.78786256123949e-18,92.488641459484
58,5.8e-13,1.65702395432952e-18,-7.44471947643592e-18,-5.7876955221064e-18,92.7136009701088
59,5.9e-13,1.66283200787085e-18,-7.45096766852001e-18,-5.78813566064916e-18,93.0385724691853
60,6e-13,1.66972873205194e-18,-7.45769750402272e-18,-5.78796877197078e-18,93.424457134314
61,6.1e-13,1.67705685909188e-18,-7.46449500676404e-18,-5.78743814767217e-18,93.8344795992659
62,6.2e-13,1.68429376182607e-18,-7.47118370749727e-18,-5.78688994567119e-18,94.2393978930569
63,6.3e-13,1.69109353519156e-18,-7.4785366055783e-18,-5.78744307038674e-18,94.6198579780471
